股票代码,股票名称,D-0日期,D-2振幅,D-1涨幅,D-1振幅,D-0涨幅,D-0振幅,D-0/D-2成交额百分比,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价,T+7最高价
000778,新兴铸管,2007-04-24,9.22,7.31,7.04,2.82,8.55,113.68%,110.0%,-6%/-1%(阴),0%,-1%,4%,13%,19%,17%,19%
000779,甘咨询,2020-03-05,9.98,5.56,9.26,1.75,9.39,118.85%,110.64%,-4%/-2%(阴),-7%,-7%,-6%,-10%,-14%,-14%,-15%
000780,未找到标的,2016-04-26,13.04,8.32,12.92,8.33,14.38,119.08%,102.2%,-9%/-2%(阴),-13%,-17%,-17%,-18%,-17%,-18%,-23%
000801,四川九洲,2017-06-21,10.04,9.93,3.81,4.41,9.87,993.9%,154.66%,-6%/3%(阳),-3%,-4%,-4%,-1%,-2%,-2%,-5%
000807,云铝股份,2006-01-20,10.56,4.08,8.78,9.8,10.98,120.75%,112.59%,-2%/3%(阳),4%,9%,17%(板),21%,14%,13%,12%
000807,云铝股份,2012-05-02,8.97,-0.89,6.68,3.14,7.19,126.6%,124.45%,-2%/4%(阳),1%,3%,-1%,-4%,-5%,-5%,-6%
000807,云铝股份,2017-08-02,11.24,4.39,5.62,4.6,13.11,145.95%,130.26%,-2%/5%(阳),4%,8%,17%,22%,26%,21%,13%
000810,创维数字,2009-04-17,10.57,7.6,12.05,-0.8,8.8,166.33%,124.14%,-4%/-1%(阴),-4%,-4%,-10%,-9%,-3%,0%,0%
000810,创维数字,2017-06-19,10.68,5.14,7.18,4.58,10.25,366.24%,109.46%,-4%/0%(阴),-5%,-7%,-11%,-10%,-9%,-11%,-10%
000810,创维数字,2022-08-19,9.83,8.8,8.93,1.94,7.93,124.68%,109.0%,-2%/3%(阳),1%,-5%,-9%,-12%,-11%,-11%,-14%
000811,冰轮环境,1998-09-09,9.57,0.18,4.0,8.51,10.64,167.15%,166.81%,-1%/9%(阳),13%,12%,13%,12%,23%,17%,12%
000812,陕西金叶,2012-11-12,10.97,-4.76,4.31,6.19,8.81,130.92%,111.9%,-3%/-1%(阳),2%,-5%,-8%,-8%,-7%,-9%,-11%
000813,德展健康,2010-07-20,8.79,9.87,12.12,-0.9,12.01,120.2%,113.64%,-3%/2%(阴),-2%,0%,-3%,3%,0%,0%,-1%
000813,德展健康,2022-12-16,12.37,-1.22,13.69,6.19,10.15,205.14%,140.06%,-6%/0%(阴),-6%,-3%(板),5%,6%,0%,-5%,-7%
000815,美利云,2026-02-12,10.13,-3.22,3.86,3.79,6.19,170.78%,157.66%,-5%/1%(阴),-5%,-8%,-6%,-3%,-6%,-7%,-12%
000818,航锦科技,2008-01-08,10.01,4.2,11.35,5.3,18.13,290.84%,195.76%,-5%/4%(阳),3%,-2%,-3%,-3%,0%,0%,-5%
000818,航锦科技,2026-02-12,9.97,0.59,4.78,2.31,6.9,155.26%,107.7%,-1%/2%(阳),-3%,-5%,-4%,-1%,-4%,-5%,-10%
000821,ST京机,2007-03-14,10.27,3.85,10.95,7.81,16.21,165.11%,138.82%,0%/5%(阳),4%,-1%,5%,14%(板),24%,20%,26%
000823,超声电子,2019-01-09,10.46,0.81,5.8,1.73,8.98,162.19%,104.75%,-2%/2%(阳),4%,0%,0%,6%,3%,0%,1%
000833,粤桂股份,2019-04-10,10.81,-3.99,6.76,4.96,10.72,166.99%,145.99%,-2%/5%(阴),1%,7%(板),10%,7%,12%,12%,7%
000835,未找到标的,2005-01-28,6.04,-0.37,4.51,-4.65,8.94,167.49%,105.48%,-9%/-3%(阴),-7%,-3%,-1%,-3%,0%,-2%,-2%
000837,秦川机床,2000-02-16,6.6,3.25,8.75,9.24,8.75,177.42%,119.98%,-10%/6%(阴),-8%,-8%,-8%,-14%,-14%,-13%,-13%
000838,*ST发展,2021-08-25,10.04,1.4,6.32,7.27,11.07,152.96%,126.3%,-1%/5%(阳),4%,7%,9%,11%,8%,8%,6%
000839,国安股份,1999-05-21,10.1,6.95,8.67,8.4,11.08,189.51%,100.91%,1%/10%(板),21%,14%,17%,21%,20%,18%,25%
000850,华茂股份,2016-06-21,5.84,-1.66,4.98,0.17,6.41,129.85%,101.06%,-1%/1%(阳),2%,-2%,-2%,-2%,1%,0%,-1%
000863,三湘印象,2022-09-14,11.17,-4.29,8.13,4.01,12.5,127.66%,112.23%,-4%/2%(阳),-3%,-8%,-1%(板),9%,3%,0%,3%
000875,电投绿能,2024-05-28,8.33,8.3,8.84,6.67,9.83,221.56%,110.07%,-3%/6%(阳),5%,-1%,-7%,-7%,-9%,-9%,-11%
000877,天山股份,2014-04-16,9.41,-3.3,6.15,7.75,10.54,130.87%,102.88%,-4%/-1%(阴),-3%,-3%,-8%,-10%,-10%,-11%,-14%
000878,云南铜业,2016-07-06,8.91,-0.98,3.03,1.98,6.92,124.92%,116.13%,-1%/4%(阳),-1%,4%,3%,9%,5%,4%,2%
000878,云南铜业,2016-11-09,10.76,-0.26,3.57,2.64,5.71,204.79%,116.56%,6%/9%(阴),19%(板),26%,19%,15%,13%,13%,19%
000880,潍柴重机,2012-05-07,9.06,3.4,6.62,6.23,11.86,204.22%,128.34%,-1%/0%(阳),4%,1%,0%,1%,0%,-3%,-2%
000883,湖北能源,2010-10-22,13.01,2.18,7.28,0.37,10.0,179.11%,133.75%,-3%/-1%(阴),-2%,-1%,-2%,-1%,2%,3%,-1%
000883,湖北能源,2021-03-22,9.97,5.25,10.74,5.44,12.7,272.56%,111.61%,-7%/-3%(阴),3%(板),13%,16%,19%,25%(板),38%(板),50%
000890,法尔胜,2023-12-21,12.79,-4.26,7.17,5.06,8.91,235.09%,117.84%,-6%/-2%(阴),4%(板),9%,6%,4%,8%,12%,6%
000911,*ST广糖,2021-08-17,11.19,2.57,8.25,5.09,13.85,173.28%,108.33%,-3%/1%(阳),2%,6%,7%,4%,1%,2%,-2%
000917,电广传媒,1999-05-21,9.94,5.36,6.66,7.6,11.76,215.78%,106.65%,0%/10%(板),17%,16%,15%,21%(板),25%,24%,31%
000918,未找到标的,2011-03-25,10.48,2.76,4.13,2.57,10.39,239.19%,107.72%,-2%/3%(阴),0%,-5%,-8%,-6%,-6%,-7%,-7%
000920,沃顿科技,2026-03-09,7.75,0.44,5.21,5.11,7.38,320.23%,162.17%,-4%/-1%(阴),0%,-1%,-2%,-3%,-1%,-6%,-6%
000922,佳电股份,2020-10-14,4.45,1.75,3.91,4.38,7.82,203.48%,133.63%,-2%/0%(阴),0%,-1%,4%,3%,5%,6%,6%
000925,众合科技,2015-06-05,12.73,8.62,18.6,-2.04,7.46,108.34%,106.31%,-7%/-2%(阴),2%(板),11%,9%,5%,0%,-2%,-5%
000925,众合科技,2026-06-26,11.02,1.1,3.96,3.59,6.2,123.9%,105.28%,-4%/4%(阴),-1%,7%(板),12%,8%,3%,-3%,-8%
000928,中钢国际,2024-01-29,11.27,5.28,4.96,1.37,12.16,271.23%,109.69%,-3%/1%(阳),3%,0%,-3%,-9%,-14%,-9%,-8%
000929,兰州黄河,2007-09-05,9.12,-2.19,6.4,0.62,10.34,231.44%,152.96%,-7%/1%(阴),1%,-6%,-6%,-11%,-13%,-8%,-6%
000930,中粮科技,2021-11-18,10.88,-0.26,2.86,5.65,8.7,124.57%,116.3%,-4%/-1%(阴),-3%,-4%,-4%,-5%,-3%,-3%,0%
000936,华西股份,2019-03-13,8.09,2.55,6.57,3.54,12.91,139.87%,114.79%,-9%/4%(阴),-1%,-6%,-6%,-3%,0%,5%,0%
000938,紫光股份,2017-11-22,10.17,1.34,5.97,2.51,6.83,101.61%,100.23%,-5%/-1%(阴),-4%,-6%,-6%,-7%,-11%,-10%,-12%
000948,南天信息,2022-06-15,11.38,-2.61,5.06,3.81,4.79,155.22%,102.34%,-2%/0%(阴),-2%,-2%,-1%,0%,-3%,-1%,-3%
000950,重药控股,2007-05-24,9.11,4.11,6.46,2.85,5.56,128.07%,104.19%,-10%/-10%(阴),-11%,-21%,-30%,-27%,-23%,-18%,-12%(板)
000950,重药控股,2015-11-19,6.63,4.46,12.18,5.54,10.39,135.49%,107.15%,-3%/2%(阴),2%,0%,1%,-2%,-2%,-5%,0%
000953,中哲精化,2015-06-05,14.91,9.87,14.39,1.78,9.39,128.67%,121.74%,-6%/-1%(阴),-4%,-3%,-4%,0%,3%,-3%,-9%
000960,锡业股份,2003-10-10,11.2,-2.01,5.02,7.47,9.52,200.8%,118.08%,-1%/1%(阳),0%,-1%,0%,-2%,-4%,-2%,1%
000969,安泰科技,2008-03-05,7.29,0.52,4.7,7.24,10.75,167.04%,116.78%,0%/8%(阳),6%,8%,5%,8%,7%,-1%,-4%
000973,佛塑科技,2009-05-04,8.93,2.7,5.56,4.53,7.6,130.77%,128.64%,-1%/4%(阳),12%,12%,7%(板),3%,2%,2%,2%
000976,未找到标的,2008-05-23,9.6,-1.59,11.27,6.77,6.61,161.03%,113.86%,-9%/-5%(阴),-10%,-14%,-13%,-15%,-15%,-15%,-18%
000977,浪潮信息,2019-09-24,1.78,-6.47,6.36,6.32,9.92,114.14%,107.12%,-3%/3%(阳),2%,-3%,-5%,-8%,-11%,-8%,-6%
000981,山子高科,2012-08-30,3.88,4.94,6.0,4.37,9.19,849.86%,110.89%,-9%/-1%(阴),-4%,-4%,-5%,-5%,0%,-1%,-3%
000981,山子高科,2016-08-24,10.29,0.0,4.4,7.15,10.46,167.56%,129.92%,-9%/-5%(阴),-13%,-19%,-20%,-21%,-22%,-24%,-25%
000985,大庆华科,2012-08-21,8.07,1.88,3.15,4.77,13.72,190.42%,106.67%,-4%/-2%(阴),-3%,-6%,-10%,-9%,-10%,-11%,-8%
000989,九芝堂,2026-07-15,8.21,5.46,4.9,5.49,12.88,175.42%,112.0%,-7%/0%(阳),-3%,-8%,-11%,-8%,-8%,-8%,-8%
000990,诚志股份,2008-05-13,9.91,6.68,8.45,6.03,10.18,111.87%,103.76%,-3%/0%(阴),4%,-1%,-1%,-2%,-4%,-7%,-9%
000996,未找到标的,2014-02-18,10.0,1.98,4.21,4.06,9.52,189.21%,128.35%,-2%/0%(阳),0%,-4%,-4%,-5%,-12%,-10%,-8%
001202,炬申股份,2021-12-13,10.64,-2.57,2.62,7.18,10.44,212.94%,140.41%,-2%/2%(阴),-1%,5%,13%(板),24%(板),37%(板),50%,24%
001212,中旗新材,2024-01-16,9.6,-0.61,8.19,8.32,11.82,318.29%,126.91%,-8%/-2%(阴),0%(板),8%,-3%,-4%,-3%,-5%,3%(板)
001213,中铁特货,2022-04-13,0.0,-1.19,10.0,6.35,10.12,531.19%,174.91%,-9%/-4%(阴),-12%,-11%,-13%,-13%,-15%,-18%,-20%
001300,三柏硕,2023-10-31,10.03,-4.15,7.16,4.33,11.38,276.63%,148.01%,-2%/3%(阳),1%,-1%,-1%,-1%,-1%,-1%,7%(板)
001306,夏厦精密,2025-01-21,10.69,-3.63,4.08,7.65,8.65,165.35%,129.34%,-3%/1%(阴),-1%,4%(板),5%,6%,7%,13%,7%
001317,三羊马,2024-11-28,10.6,-0.62,8.82,3.39,11.1,180.7%,128.46%,-5%/-1%(阳),1%,10%,0%,0%,2%,5%,0%
001318,阳光乳业,2024-12-12,7.77,0.74,7.29,5.61,12.55,328.91%,107.59%,-6%/-3%(阴),-6%,-8%,-13%,-14%,-13%,-14%,-17%
001319,铭科精技,2024-09-04,8.98,0.17,12.51,5.67,12.88,192.25%,103.81%,-5%/-3%(阳),-5%,-7%,-4%,-6%,-7%,-7%,-9%
001326,联域股份,2026-05-21,9.9,1.4,3.7,2.61,9.98,232.75%,198.58%,-1%/2%(阴),5%,4%,4%,2%,-1%,-3%,-3%
001330,博纳影业,2026-04-21,10.03,1.94,6.2,5.24,10.49,133.46%,104.88%,-7%/-3%(阴),-4%,-7%,-6%,-8%,-7%,-6%,3%
001339,智微智能,2026-04-28,10.53,2.37,8.41,6.47,9.57,135.97%,119.18%,-2%/5%(阳),3%,8%,15%,15%,18%,19%,19%
001366,播恩集团,2026-08-20,10.44,-6.89,7.04,-5.1,16.88,432.99%,148.43%,-3%/4%(阳),4%,5%,7%,7%,8%,9%,11%
001390,古麒绒材,2025-07-10,10.31,-3.24,2.36,2.4,4.55,127.37%,101.94%,-2%/0%(阴),-2%,-2%,-2%,-2%,0%,0%,0%
002009,天奇股份,2025-08-06,10.8,-0.8,2.76,3.99,6.6,157.62%,155.56%,-2%/-1%(阴),-2%,-3%,-3%,-2%,-3%,-4%,0%
002010,传化智联,2007-04-06,10.51,-1.53,6.03,6.28,10.37,143.89%,121.91%,-4%/0%(阳),1%,5%,8%,9%,17%,18%,20%
002010,传化智联,2024-11-08,10.05,5.6,9.13,7.07,11.39,170.91%,139.1%,-6%/7%(阳),15%,-3%,-8%,-9%,-6%,-7%,-8%
002011,盾安环境,2021-01-04,10.33,-2.47,2.96,4.56,8.61,152.4%,113.07%,-2%/-1%(阳),0%,0%,-3%,-4%,-1%,-3%,-3%
002018,未找到标的,2005-06-22,10.47,3.49,6.17,7.12,12.82,306.89%,103.03%,-3%/1%(阳),5%,8%,2%,1%,-2%,-4%,-9%
002023,海特高新,2018-04-19,9.67,4.12,7.76,6.83,12.94,156.64%,108.87%,-3%/4%(阳),4%,4%,2%,7%(板),18%,5%,3%
002025,航天电器,2026-03-12,7.89,0.82,4.39,6.14,9.38,219.46%,106.95%,-8%/-2%(阴),-3%,-3%,2%,4%,6%,11%,14%
002027,分众传媒,2008-12-04,12.68,2.88,7.69,-1.87,9.03,116.58%,111.49%,-2%/3%(阳),6%,6%,4%,6%,0%,5%,4%
002036,联创电子,2019-08-14,9.78,1.73,5.01,-1.61,7.22,116.75%,105.82%,-3%/2%(阳),7%,15%,13%,13%,11%,6%,6%
002036,联创电子,2023-07-06,10.19,0.0,3.88,6.99,10.68,156.44%,100.48%,1%/5%(阴),7%,7%,9%,2%,0%,7%,14%
002042,华孚时尚,2021-07-16,10.41,0.37,5.19,6.28,11.09,193.67%,160.01%,-1%/6%(阳),8%,6%,4%,1%,0%,-2%,-8%
002044,美年健康,2008-01-07,9.86,4.48,5.14,7.69,11.44,174.13%,110.58%,-7%/0%(阴),1%,1%,-1%,-4%,5%(板),7%,7%
002046,国机精工,2015-05-27,13.6,3.82,7.58,3.73,14.61,146.34%,103.37%,-9%/4%(阴),-3%,1%,5%,6%,4%,4%,12%
002052,同洲电子,2016-12-15,11.17,0.74,7.93,6.4,11.55,294.52%,126.45%,-4%/0%(阴),-5%,-6%,-6%,-8%,-9%,-14%,-17%
002054,德美化工,2016-05-31,12.43,7.7,9.55,3.35,9.05,192.69%,128.86%,-5%/-2%(阴),-5%,-5%,-5%,-4%,4%,-1%,-11%
002055,ST得润,2012-08-23,10.26,6.37,10.37,7.24,12.12,326.2%,143.33%,-8%/-3%(阴),-5%,-4%,-5%,-6%,-14%,-10%,-7%
002055,ST得润,2015-03-13,6.86,-1.77,12.52,8.32,9.9,226.09%,132.03%,-3%/6%(阳),6%,1%,4%,12%(板),24%(板),36%(板),50%(板)
002056,横店东磁,2022-05-23,10.88,8.75,8.89,7.25,6.99,219.91%,187.9%,-5%/-1%(阴),-4%,-4%,-5%,-2%,-3%,-7%,-8%
002061,浙江交科,2015-03-06,10.7,0.0,8.65,9.19,11.35,120.48%,109.33%,-3%/4%(阴),4%,9%(板),10%,11%,13%,12%,9%
002064,华峰化学,2017-08-08,10.48,0.69,4.5,3.61,7.39,112.8%,108.92%,-2%/-1%(阳),1%,-4%,-5%,-5%,-7%,-6%,-6%
002067,景兴纸业,2026-05-21,1.46,-3.6,3.98,2.95,8.45,201.53%,119.67%,-3%/0%(阴),2%,9%,4%,0%,-4%,-6%,-1%
002071,未找到标的,2015-10-12,7.86,-1.87,3.34,4.29,5.72,109.91%,106.14%,-2%/1%(阳),1%,1%,2%,2%,3%,3%,-4%
002074,国轩高科,2024-05-21,10.18,3.23,3.87,4.6,7.31,180.79%,106.21%,-2%/0%(阳),-1%,-4%,-2%,-5%,-5%,-5%,-6%
002080,中材科技,2013-05-28,9.36,9.12,8.71,-2.29,6.87,155.29%,135.1%,-1%/6%(阳),9%,10%,7%,3%,2%,4%,-1%
002081,金 螳 螂,2009-03-05,14.01,2.5,4.68,3.09,7.11,147.5%,125.46%,-9%/-2%(阴),-8%,-12%,-10%,-14%,-14%,-12%,-10%
002083,孚日股份,2019-03-27,11.68,3.23,11.54,5.07,12.67,234.98%,103.98%,-9%/-6%(阴),-10%,-9%,-11%,-12%,-11%,-10%,-9%
002084,海鸥住工,2016-07-28,10.16,0.17,5.13,-1.79,6.66,165.07%,115.47%,-6%/0%(阴),-9%,-9%,-9%,-7%,-6%,-8%,-6%
002088,鲁阳节能,2007-08-02,12.4,-3.86,9.11,7.03,10.82,115.61%,109.34%,-3%/1%(阳),-1%,-3%,-8%,-11%,-9%,-10%,-3%
002090,金智科技,2007-03-14,5.59,1.55,3.89,7.76,11.98,118.33%,108.97%,-2%/5%(阳),-31%,-38%,-35%,-36%,-37%,-38%,-37%
002090,金智科技,2015-03-25,9.36,7.37,9.01,7.63,13.77,143.01%,100.54%,-3%/10%(板),16%,11%,10%,13%,21%(板),25%,22%
002101,广东鸿图,2020-01-08,8.46,5.83,8.19,3.52,11.49,145.61%,103.92%,-2%/2%(阴),-3%,-2%,0%,-4%,-6%,-8%,-9%
002104,恒宝股份,2011-03-01,10.59,0.26,5.2,2.94,7.68,119.49%,105.18%,-2%/3%(阳),1%,-1%,-1%,0%,1%,0%,-3%
002109,ST兴化,2019-07-16,9.63,-0.73,4.38,2.94,8.09,245.69%,114.4%,-3%/-1%(阳),-3%,-4%,1%,0%,3%,-1%,-2%
002115,三维通信,2012-09-07,11.14,-0.14,4.32,1.76,4.74,118.71%,108.83%,-1%/5%(阳),5%,3%,1%,0%,-1%,0%,6%
002119,康强电子,2014-10-10,9.45,5.22,6.91,-1.68,9.24,126.08%,103.5%,-2%/5%(阳),5%,4%,3%,2%,3%,2%,1%
002119,康强电子,2023-07-20,9.12,-1.09,4.76,2.88,8.65,206.52%,102.61%,-2%/2%(阳),2%,2%,-1%,-4%,-7%,-8%,-8%
002124,天邦食品,2019-02-20,9.03,-1.46,9.57,3.61,7.77,104.84%,102.24%,-4%/10%(阳),8%,4%,12%,8%,3%,0%,9%(板)
002125,湘潭电化,2009-11-12,10.23,2.05,6.22,2.3,8.97,160.22%,101.89%,-4%/-1%(阴),1%,0%,-1%,3%,12%(板),19%,21%
002127,南极电商,2009-02-10,10.29,3.61,8.69,6.71,10.58,134.28%,108.86%,-5%/4%(阳),3%,3%,1%,5%,5%,2%,10%
002130,沃尔核材,2025-05-12,9.96,-4.76,3.87,5.45,6.93,138.58%,126.94%,-2%/0%(阴),1%,-3%,-4%,-5%,-6%,-6%,-7%
002134,天津普林,2020-05-22,5.56,-2.21,10.75,7.97,9.38,426.48%,109.92%,-8%/-1%(阳),-1%,8%,9%,3%,4%,8%,8%
002138,顺络电子,2019-08-14,10.8,2.89,3.64,-3.71,8.82,118.88%,110.59%,-3%/1%(阳),6%,9%,6%,8%,6%,3%,3%
002146,荣盛发展,2012-10-22,10.33,-1.02,6.02,3.51,6.91,108.1%,108.04%,-1%/2%(阴),1%,-1%,-1%,-3%,1%,2%,8%
002150,正泰电源,2013-08-08,9.92,-3.31,3.13,6.1,10.1,140.37%,136.99%,-3%/0%(阴),-2%,-2%,-2%,-3%,-5%,-6%,-5%
002156,通富微电,2026-01-20,9.65,2.84,5.8,5.85,10.75,126.03%,105.76%,-1%/9%(板),16%,12%,11%,5%,9%,8%,3%
002161,远 望 谷,2017-04-10,11.09,-2.5,3.75,3.75,6.77,225.89%,115.47%,-3%/-1%(阴),-3%,-3%,-4%,-8%,-8%,-10%,-11%
002162,悦心健康,2024-09-19,10.39,-3.58,7.17,3.04,7.09,173.77%,101.55%,-3%/0%(阴),-4%,-2%,1%,2%,8%,16%,26%(板)
002164,宁波东力,2022-06-02,4.81,-3.46,7.47,5.66,11.7,331.05%,115.89%,-3%/0%(阳),4%,0%,-3%,-4%,-3%,-3%,-3%
002166,莱茵生物,2013-12-20,9.89,2.98,11.0,7.56,9.96,126.91%,105.06%,-9%/-2%(阴),-12%,-13%,-13%,-16%,-19%,-19%,-18%
002166,莱茵生物,2017-02-15,10.22,3.75,7.57,7.23,11.56,234.64%,103.96%,-3%/4%(阳),-1%,-3%,-3%,-4%,-5%,-7%,-6%
002170,芭田股份,2021-11-09,12.02,-1.6,5.69,4.89,9.04,114.47%,104.02%,-3%/2%(阳),8%,1%,1%,2%,2%,3%,1%
002176,江特电机,2023-10-16,9.58,9.81,7.21,1.37,11.49,253.31%,104.63%,-3%/6%(阳),1%,7%(板),18%(板),29%,21%,16%,14%
002184,海得控制,2023-09-20,10.92,-1.12,3.68,2.06,6.12,160.23%,110.72%,-2%/1%(阳),0%,10%,15%,7%,3%,2%,2%
002185,华天科技,2013-01-16,11.5,0.0,3.22,2.82,5.23,151.96%,115.47%,-3%/-1%(阴),-2%,-2%,5%,0%,-1%,-4%,-3%
002187,广百股份,2015-03-10,9.93,0.13,4.01,5.07,7.94,110.36%,102.76%,-2%/0%(阳),0%,-4%,-3%,3%,3%,3%,3%
002187,广百股份,2015-06-09,9.1,9.96,8.04,-0.39,12.3,125.04%,108.96%,-4%/3%(阳),3%,6%,2%,-2%,-5%,-4%,-13%
002187,广百股份,2024-04-12,8.12,-2.35,6.71,2.75,8.42,117.01%,105.93%,-10%/-5%(阴),-14%,-16%,-16%,-18%,-19%,-21%,-20%
002189,中光学,2013-12-19,10.23,0.92,6.03,4.94,11.3,150.35%,120.21%,-8%/0%(阴),-7%,-7%,-7%,-8%,-8%,-5%,-5%
002191,劲嘉股份,2021-01-21,8.36,-7.69,8.25,6.43,9.94,177.26%,100.83%,-2%/6%(阳),3%,-2%,-3%,-3%,-5%,-6%,2%(板)
002192,融捷股份,2010-04-27,10.66,0.88,9.05,5.97,11.46,166.35%,105.08%,0%/9%(板),14%,9%,7%,9%,11%,9%,-3%
002194,武汉凡谷,2024-09-03,10.26,-4.32,5.8,5.47,10.58,105.77%,101.95%,-5%/-2%(阴),-4%,-4%,-5%,-3%,-4%,-4%,-4%
002198,ST嘉应,2015-06-05,10.62,5.01,14.88,5.24,11.19,102.34%,100.67%,-8%/-1%(阴),-5%,-7%,0%,1%,-2%,-8%,-9%
